id,positiveeffects1,positiveeffects2,positiveeffects3,positiveeffects4,positiveeffects5
1324,Relaxed,Euphoric,Happy,Energetic,Uplifted
1325,Relaxed,Hungry,Euphoric,Happy,Sleepy
1326,Relaxed,Hungry,Euphoric,Happy,Sleepy
1327,Relaxed,Hungry,Euphoric,Happy,Sleepy
1328,Relaxed,Hungry,Happy,Sleepy,Focused
1329,Relaxed,Euphoric,Uplifted,Sleepy,Giggly
1330,Relaxed,Euphoric,Happy,Uplifted,Focused
1331,Relaxed,Euphoric,Happy,Creative,Focused
1332,Relaxed,Hungry,Euphoric,Happy,Tingly
1335,Euphoric,Happy,Creative,Talkative,Uplifted
1336,Relaxed,Hungry,Euphoric,Happy,Creative
1337,Relaxed,Euphoric,Happy,Uplifted,Tingly
1338,Relaxed,Euphoric,Creative,Energetic,Uplifted
1339,Relaxed,Euphoric,Creative,Sleepy,Aroused
1340,Euphoric,Happy,Creative,Energetic,Uplifted
1341,Euphoric,Creative,Talkative,Uplifted,Focused
1342,Relaxed,Euphoric,Happy,Energetic,Uplifted
1343,Relaxed,Euphoric,Happy,Creative,Sleepy
1344,Relaxed,Happy,Sleepy,Giggly,
1345,Relaxed,Euphoric,Energetic,Talkative,Uplifted
1346,Relaxed,Happy,Energetic,Uplifted,Focused
1347,Relaxed,Euphoric,Happy,Uplifted,Focused
1348,Relaxed,Euphoric,Happy,Creative,Talkative
1349,Relaxed,Euphoric,Happy,Creative,Uplifted
1350,Relaxed,Euphoric,Happy,Creative,Uplifted
1351,Relaxed,Euphoric,Happy,Creative,Energetic
1352,Euphoric,Happy,Creative,Energetic,Uplifted
1354,Relaxed,Happy,Creative,Uplifted,Sleepy
1355,Hungry,Euphoric,Talkative,Uplifted,
1356,Relaxed,Hungry,Euphoric,Happy,Sleepy
1357,Relaxed,Hungry,Euphoric,Happy,Uplifted
1358,Relaxed,Hungry,Happy,Sleepy,
1359,Relaxed,Euphoric,Happy,Uplifted,Tingly
1360,Uplifted,Focused,,,
1361,Hungry,Euphoric,Happy,Energetic,Talkative
1362,Relaxed,Hungry,Happy,Tingly,Sleepy
1363,Relaxed,Happy,Energetic,Uplifted,Focused
1364,Relaxed,Euphoric,Creative,Uplifted,Aroused
1365,Euphoric,Happy,Uplifted,Tingly,Giggly
1366,Relaxed,Euphoric,Happy,Creative,Uplifted
1367,Euphoric,Happy,,,
1368,Hungry,Happy,Giggly,,
1369,Relaxed,Euphoric,Happy,,
1370,Euphoric,Happy,Creative,Energetic,
1371,Relaxed,Euphoric,Happy,Talkative,Uplifted
1372,Relaxed,Euphoric,Sleepy,,
1373,Relaxed,Euphoric,Happy,Creative,Energetic
1374,Relaxed,Euphoric,Happy,Energetic,Uplifted
1375,Relaxed,Euphoric,Happy,Creative,Uplifted
1376,Relaxed,Euphoric,Creative,Tingly,Aroused
1377,Relaxed,Hungry,Euphoric,Happy,Sleepy
1378,Relaxed,Happy,Creative,Uplifted,Giggly
1379,Relaxed,Euphoric,Happy,Sleepy,Focused
1380,Relaxed,Hungry,Euphoric,Happy,Sleepy
1381,Relaxed,Hungry,Euphoric,Focused,
1382,Relaxed,Euphoric,Happy,Uplifted,Focused
1383,Relaxed,Euphoric,Happy,Creative,Sleepy
1385,Relaxed,Euphoric,Happy,Energetic,Uplifted
1386,Relaxed,Sleepy,Focused,Aroused,
1387,Euphoric,Happy,Creative,Uplifted,Giggly
1388,Euphoric,Uplifted,,,
1389,Euphoric,Focused,,,
1390,Relaxed,Euphoric,Sleepy,Focused,Giggly
1391,Relaxed,Creative,Sleepy,Giggly,
1392,Euphoric,Happy,Creative,Energetic,Focused
1393,Relaxed,Euphoric,Happy,Tingly,Sleepy
1394,Relaxed,Euphoric,Happy,Sleepy,
1395,Happy,Creative,Energetic,Uplifted,Aroused
1396,Relaxed,Happy,Creative,Energetic,Uplifted
1397,Relaxed,Happy,Creative,Talkative,Uplifted
1398,Relaxed,Hungry,Euphoric,Happy,Sleepy
1399,Relaxed,Happy,Creative,Giggly,Aroused
1400,Euphoric,Happy,Talkative,Uplifted,Giggly
1401,Relaxed,Euphoric,Happy,Focused,Aroused
1402,Euphoric,Creative,Energetic,Talkative,Uplifted
1403,Relaxed,Happy,Creative,Uplifted,Focused
1406,Relaxed,Hungry,Euphoric,Happy,Creative
1407,Euphoric,Happy,Creative,Energetic,Uplifted
1408,Hungry,Energetic,Talkative,Uplifted,Giggly
1409,Relaxed,Euphoric,Happy,Energetic,Uplifted
1410,Relaxed,Euphoric,Happy,Energetic,Uplifted
1411,Happy,Creative,Energetic,Uplifted,Focused
1412,Euphoric,Happy,Creative,Energetic,Uplifted
1413,Relaxed,Happy,Talkative,Uplifted,Focused
1414,Relaxed,Hungry,Euphoric,Creative,Energetic
1415,Relaxed,Hungry,Happy,Focused,Giggly
1417,Relaxed,Hungry,Happy,Uplifted,Giggly
1418,Hungry,Happy,Sleepy,Focused,
1419,Happy,Creative,Uplifted,Focused,
1420,Euphoric,Happy,Energetic,Uplifted,Focused
1421,Relaxed,Euphoric,Happy,Creative,Aroused
1422,Relaxed,Hungry,Happy,Talkative,Uplifted
1423,Relaxed,Euphoric,Sleepy,Giggly,
1424,Relaxed,Euphoric,Happy,Tingly,Sleepy
1425,Relaxed,Euphoric,Happy,Sleepy,
1426,Relaxed,Euphoric,Uplifted,Tingly,Sleepy
1427,Creative,Talkative,Focused,,
1428,Relaxed,Euphoric,Happy,Creative,Uplifted
1429,Euphoric,Happy,Energetic,Talkative,Uplifted
1430,Euphoric,Happy,Talkative,Uplifted,Aroused
1431,Relaxed,Euphoric,Happy,Sleepy,
1432,Relaxed,Energetic,Sleepy,Focused,Giggly
1433,Creative,Aroused,,,
1434,Hungry,Happy,Creative,Uplifted,Aroused
1435,Relaxed,Hungry,Euphoric,Happy,Sleepy
1437,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1438,Relaxed,Euphoric,Happy,Creative,Focused
1439,Relaxed,Happy,Uplifted,Sleepy,Focused
1440,Relaxed,Euphoric,Happy,Uplifted,Focused
1441,Relaxed,Euphoric,Happy,Creative,Sleepy
1442,Relaxed,Euphoric,Creative,,
1443,Relaxed,Hungry,Happy,Tingly,Giggly
1444,Relaxed,Euphoric,Happy,Uplifted,Giggly
1445,Relaxed,Euphoric,Happy,Energetic,Uplifted
1447,Euphoric,Happy,Creative,Energetic,Uplifted
1448,Creative,Energetic,Focused,Giggly,Aroused
1449,Relaxed,Euphoric,Happy,Sleepy,
1450,Relaxed,Happy,Uplifted,Giggly,
1451,Euphoric,Happy,Creative,Uplifted,Focused
1452,Euphoric,Happy,Energetic,Talkative,Uplifted
1453,Hungry,Happy,Creative,Energetic,Sleepy
1455,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1456,Relaxed,Euphoric,Happy,Sleepy,Giggly
1457,Relaxed,Hungry,Euphoric,Happy,Sleepy
1458,Relaxed,Euphoric,Happy,Tingly,Sleepy
1459,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1460,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1461,Relaxed,Euphoric,Happy,Uplifted,
1462,Relaxed,Euphoric,Happy,Creative,Sleepy
1463,Euphoric,Happy,Energetic,Aroused,
1464,Hungry,Euphoric,Happy,Talkative,Uplifted
1465,Relaxed,Euphoric,Happy,Tingly,Sleepy
1466,Relaxed,Euphoric,Happy,Focused,
1467,Relaxed,Euphoric,Happy,Creative,Uplifted
1468,Relaxed,Happy,Uplifted,Tingly,Focused
1469,Relaxed,Hungry,Euphoric,Happy,Uplifted
1470,Relaxed,Happy,Uplifted,Focused,Giggly
1471,Happy,Energetic,Talkative,Focused,
1473,Relaxed,Euphoric,Happy,Tingly,Sleepy
1474,Euphoric,Happy,Creative,Uplifted,Tingly
1475,Relaxed,Euphoric,Happy,Energetic,Tingly
1476,Relaxed,Hungry,Tingly,Sleepy,
1477,Relaxed,Hungry,Creative,Energetic,Focused
1478,Relaxed,Euphoric,Happy,Uplifted,Focused
1479,Relaxed,Hungry,Euphoric,Happy,Uplifted
1480,Relaxed,Hungry,Creative,Uplifted,Sleepy
1481,Relaxed,Hungry,Euphoric,Happy,Uplifted
1482,Happy,Creative,Energetic,Talkative,Uplifted
1483,Euphoric,Happy,Energetic,Talkative,Uplifted
1484,Relaxed,Euphoric,Happy,Creative,Uplifted
1485,Relaxed,Euphoric,Happy,Uplifted,Focused
1486,Relaxed,Happy,Creative,Energetic,Uplifted
1487,Relaxed,Euphoric,Happy,Energetic,Uplifted
1488,Relaxed,Euphoric,Happy,Creative,Uplifted
1489,Happy,Creative,Energetic,Uplifted,Focused
1490,Relaxed,Euphoric,Happy,Energetic,Uplifted
1491,Relaxed,Hungry,Happy,Talkative,Sleepy
1492,Relaxed,Euphoric,Happy,Uplifted,Focused
1493,Relaxed,Hungry,Euphoric,Happy,Uplifted
1494,Relaxed,Euphoric,,,
1495,Relaxed,Happy,Sleepy,,
1496,Relaxed,Happy,Creative,Uplifted,Focused
1497,Relaxed,Euphoric,Happy,Creative,Uplifted
1498,Euphoric,Creative,Energetic,,
1499,Relaxed,Euphoric,Happy,Uplifted,Tingly
1500,Relaxed,Happy,Creative,Uplifted,Giggly
1501,Relaxed,Hungry,Happy,Creative,Energetic
1502,Happy,Energetic,Talkative,Uplifted,Focused
1503,Relaxed,Euphoric,Sleepy,,
1504,Relaxed,Hungry,Euphoric,Happy,Creative
1505,Euphoric,Happy,Creative,Energetic,Uplifted
1506,Euphoric,Creative,Energetic,Uplifted,Focused
1507,Relaxed,Happy,Uplifted,Tingly,Giggly
1508,Relaxed,Euphoric,Happy,Creative,Energetic
1510,Relaxed,Happy,Tingly,Sleepy,
1511,Relaxed,Euphoric,Happy,Creative,Energetic
1512,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1513,Relaxed,Hungry,Happy,Tingly,Sleepy
1515,Relaxed,Euphoric,Happy,Energetic,Uplifted
1516,Euphoric,Happy,Creative,Energetic,Uplifted
1517,Relaxed,Euphoric,Happy,Talkative,Focused
1518,Euphoric,Happy,Creative,Energetic,Uplifted
1519,Relaxed,Hungry,Euphoric,Happy,Sleepy
1520,Relaxed,Hungry,Euphoric,Happy,Sleepy
1521,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1522,Euphoric,Creative,Energetic,Aroused,
1524,Relaxed,Euphoric,Happy,Energetic,Uplifted
1525,Relaxed,Euphoric,Happy,Energetic,Uplifted
1526,Euphoric,Creative,Energetic,Uplifted,Aroused
1527,Relaxed,Euphoric,Happy,Sleepy,Focused
1528,Relaxed,Euphoric,Happy,Focused,Giggly
1529,Happy,Creative,Energetic,Uplifted,Focused
1531,Relaxed,Happy,Creative,Uplifted,Aroused
1532,Hungry,Creative,,,
1534,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1535,Relaxed,Hungry,Euphoric,Happy,Focused
1536,Relaxed,Euphoric,Happy,Energetic,Uplifted
1537,Relaxed,Euphoric,Giggly,,
1538,Relaxed,Euphoric,Happy,Creative,Giggly
1539,Relaxed,Energetic,Talkative,Giggly,
1540,Euphoric,Happy,Creative,Energetic,Focused
1542,Relaxed,Hungry,Euphoric,Happy,Uplifted
1543,Relaxed,Euphoric,Happy,Energetic,Uplifted
1544,Relaxed,Euphoric,Happy,Energetic,Uplifted
1545,Relaxed,Euphoric,Happy,Energetic,Talkative
1546,Relaxed,Talkative,Uplifted,Tingly,Giggly
1547,Relaxed,Euphoric,Happy,Creative,Uplifted
1548,Relaxed,Euphoric,Happy,Energetic,Uplifted
1549,Relaxed,Happy,Creative,Uplifted,
1550,Relaxed,Euphoric,Happy,Energetic,Uplifted
1551,Euphoric,Happy,Energetic,Uplifted,Focused
1552,Relaxed,Euphoric,Happy,Uplifted,Giggly
1553,Relaxed,Euphoric,Happy,Uplifted,Focused
1554,Creative,Energetic,Uplifted,Focused,Aroused
1555,Relaxed,Hungry,Euphoric,Happy,Uplifted
1556,Relaxed,Euphoric,Happy,Talkative,Uplifted
1557,Relaxed,Euphoric,Happy,Talkative,Uplifted
1558,Euphoric,Happy,Creative,Uplifted,Focused
1559,Relaxed,Happy,Sleepy,Focused,
1560,Relaxed,Euphoric,Happy,Uplifted,Focused
1561,Euphoric,Happy,Uplifted,Sleepy,Aroused
1562,Relaxed,Euphoric,Happy,Tingly,Sleepy
1563,Relaxed,Hungry,Euphoric,Happy,Sleepy
1564,Relaxed,Euphoric,Happy,Tingly,Sleepy
1565,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1566,Happy,Creative,Energetic,Uplifted,Aroused
1567,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1568,Relaxed,Happy,Energetic,Uplifted,Focused
1569,Relaxed,Euphoric,Happy,Creative,Sleepy
1570,Relaxed,Euphoric,Happy,Uplifted,
1571,Relaxed,Euphoric,Happy,Creative,Giggly
1572,Tingly,,,,
1573,Relaxed,Euphoric,Happy,Uplifted,Tingly
1575,Relaxed,Hungry,Happy,Sleepy,
1576,Relaxed,Euphoric,Happy,Creative,Sleepy
1577,Relaxed,Euphoric,Happy,Creative,Uplifted
1578,Relaxed,Euphoric,Happy,Creative,Tingly
1579,Relaxed,Hungry,Euphoric,Happy,Sleepy
1580,Relaxed,Hungry,Euphoric,Happy,Sleepy
1581,Relaxed,Hungry,Euphoric,Happy,Sleepy
1582,Relaxed,Euphoric,Happy,Talkative,Uplifted
1583,Relaxed,Hungry,Euphoric,Happy,Sleepy
1584,Relaxed,Hungry,Euphoric,Creative,Sleepy
1585,Relaxed,Happy,Energetic,Uplifted,Giggly
1586,Relaxed,Euphoric,Happy,Creative,Focused
1587,Euphoric,Happy,Creative,Energetic,Focused
1588,Euphoric,Creative,Uplifted,Aroused,
1589,Relaxed,Hungry,Happy,Sleepy,Giggly
1590,Relaxed,Hungry,Euphoric,Happy,Sleepy
1591,Relaxed,Euphoric,Creative,Sleepy,Focused
1592,Relaxed,Euphoric,Happy,Energetic,Uplifted
1593,Relaxed,Hungry,Euphoric,Happy,Sleepy
1594,Relaxed,Hungry,Euphoric,Happy,
1595,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1596,Relaxed,Euphoric,Happy,Uplifted,
1597,Happy,Energetic,Talkative,Uplifted,Giggly
1598,Relaxed,Happy,Creative,Energetic,Uplifted
1599,Euphoric,Happy,Creative,Uplifted,Focused
1600,Relaxed,Euphoric,Creative,Energetic,Focused
1602,Happy,Creative,Uplifted,,
1603,Euphoric,Happy,Energetic,Uplifted,Giggly
1604,Relaxed,Hungry,Euphoric,Sleepy,
1605,Relaxed,Hungry,Euphoric,Happy,Sleepy
1606,Relaxed,Hungry,Euphoric,Happy,Sleepy
1607,Relaxed,Hungry,Euphoric,Happy,Sleepy
1608,Relaxed,Happy,Creative,Energetic,Focused
1609,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1610,Relaxed,Hungry,Happy,Sleepy,
1611,Relaxed,Hungry,Euphoric,Sleepy,Focused
1612,Happy,Energetic,Uplifted,Sleepy,Focused
1614,Relaxed,Hungry,Euphoric,Happy,Sleepy
1615,Relaxed,Hungry,Happy,Tingly,Sleepy
1616,Relaxed,Euphoric,Happy,Talkative,Sleepy
1617,Relaxed,Euphoric,Happy,Creative,Uplifted
1618,Relaxed,Euphoric,Creative,Sleepy,Focused
1619,Relaxed,Hungry,Euphoric,Happy,Sleepy
1620,Relaxed,Euphoric,Happy,Uplifted,Focused
1621,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1622,Relaxed,Euphoric,Happy,Creative,Uplifted
1623,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1624,Relaxed,Euphoric,Happy,Uplifted,
1625,Euphoric,Uplifted,Focused,,
1626,Relaxed,Euphoric,Happy,Creative,Uplifted
1627,Relaxed,Hungry,Tingly,Sleepy,
1628,Relaxed,Euphoric,Happy,Energetic,Uplifted
1629,Relaxed,Hungry,Euphoric,Happy,Uplifted
1630,Relaxed,Euphoric,Happy,Sleepy,Giggly
1631,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1632,Relaxed,Euphoric,Happy,Tingly,Sleepy
1633,Happy,Creative,Energetic,Uplifted,Focused
1634,Relaxed,Hungry,Euphoric,Happy,Talkative
1635,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1636,Relaxed,Euphoric,Happy,Creative,Tingly
1637,Relaxed,Euphoric,Happy,Creative,Uplifted
1638,Relaxed,Euphoric,Happy,Creative,Uplifted
1639,Relaxed,Hungry,Euphoric,Happy,Sleepy
1640,Relaxed,Euphoric,Happy,Creative,Tingly
1641,Relaxed,Euphoric,Creative,Uplifted,Focused
1642,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1643,Relaxed,Hungry,Euphoric,Happy,Sleepy
1645,Relaxed,Euphoric,Creative,Tingly,
1646,Relaxed,Happy,Energetic,Uplifted,Focused
1647,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1648,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1649,Relaxed,Happy,Sleepy,,
1650,Relaxed,Hungry,Euphoric,Happy,Sleepy
1652,Relaxed,Euphoric,Happy,Giggly,Aroused
1653,Relaxed,Euphoric,Sleepy,,
1654,Relaxed,Happy,Creative,Sleepy,Giggly
1655,Relaxed,Euphoric,Creative,Uplifted,Focused
1657,Relaxed,Happy,Energetic,Talkative,Uplifted
1658,Relaxed,Hungry,Euphoric,Uplifted,Sleepy
1659,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1660,Relaxed,Hungry,Euphoric,Happy,Tingly
1661,Euphoric,Happy,Creative,Uplifted,Aroused
1662,Happy,Creative,Focused,Giggly,
1663,Relaxed,Euphoric,Happy,Uplifted,
1664,Hungry,Tingly,Sleepy,,
1665,Relaxed,Hungry,Sleepy,Giggly,
1666,Relaxed,Euphoric,Happy,Uplifted,Giggly
1667,Relaxed,Hungry,Happy,Sleepy,
1668,Relaxed,Euphoric,Happy,Creative,Uplifted
1670,Relaxed,Euphoric,Happy,Energetic,Uplifted
1671,Relaxed,Hungry,Euphoric,Happy,Uplifted
1672,Relaxed,Hungry,Euphoric,Happy,Sleepy
1673,Relaxed,Euphoric,Happy,Creative,Energetic
1674,Relaxed,Happy,Creative,Focused,
1675,Relaxed,Euphoric,Happy,Creative,Sleepy
1676,Happy,Uplifted,Tingly,Giggly,
1677,Euphoric,Happy,Creative,Energetic,Uplifted
1678,Relaxed,Euphoric,Happy,Uplifted,Focused
1679,Relaxed,Happy,Creative,Energetic,Uplifted
1680,Relaxed,Euphoric,Happy,Energetic,Sleepy
1681,Relaxed,Happy,Creative,Energetic,Talkative
1682,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1683,Tingly,Sleepy,,,
1684,Relaxed,Hungry,Happy,Tingly,Focused
1685,Relaxed,Hungry,Happy,Uplifted,Sleepy
1686,Relaxed,Happy,Uplifted,,
1688,Relaxed,Hungry,Euphoric,Happy,Uplifted
1689,Relaxed,Happy,Talkative,Uplifted,Aroused
1690,Relaxed,Euphoric,Happy,Creative,Giggly
1691,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1692,Relaxed,Euphoric,Happy,Focused,Giggly
1693,Relaxed,Euphoric,Happy,Energetic,Uplifted
1694,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1695,Relaxed,Hungry,Uplifted,Sleepy,
1696,Relaxed,Euphoric,Happy,Tingly,Sleepy
1697,Euphoric,Happy,Uplifted,Giggly,Aroused
1699,Relaxed,Euphoric,Happy,Creative,Giggly
1700,Relaxed,Hungry,Euphoric,Happy,Sleepy
1701,Relaxed,Euphoric,Happy,Sleepy,Giggly
1702,Happy,Creative,Energetic,Uplifted,Focused
1703,Relaxed,Euphoric,Happy,Uplifted,Giggly
1704,Relaxed,Euphoric,Happy,Energetic,Uplifted
1705,Relaxed,Euphoric,Happy,Talkative,Sleepy
1706,Relaxed,Euphoric,Happy,Sleepy,
1707,Relaxed,Happy,Energetic,Uplifted,Focused
1708,Happy,Creative,Energetic,Uplifted,Focused
1709,Relaxed,Euphoric,Happy,Talkative,
1710,Relaxed,Happy,Energetic,Uplifted,Focused
1713,Relaxed,Euphoric,Uplifted,Focused,
1714,Relaxed,Hungry,Happy,Sleepy,Focused
1715,Relaxed,Hungry,Happy,Uplifted,Aroused
1716,Relaxed,Hungry,Happy,Talkative,Aroused
1717,Relaxed,Hungry,Euphoric,Happy,
1718,Creative,Aroused,,,
1721,Relaxed,Happy,Uplifted,Focused,
1722,Relaxed,Euphoric,Happy,Creative,Sleepy
1723,Relaxed,Hungry,Euphoric,Happy,
1724,Relaxed,Hungry,Euphoric,Happy,Giggly
1725,Relaxed,Happy,Energetic,Uplifted,Giggly
1726,Relaxed,Euphoric,Happy,Creative,Sleepy
1727,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1728,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1729,Relaxed,Hungry,Euphoric,Happy,Sleepy
1730,Relaxed,Hungry,Euphoric,Sleepy,Giggly
1732,Relaxed,Euphoric,Happy,Uplifted,
1733,Relaxed,Euphoric,Creative,Uplifted,Focused
1734,Relaxed,Happy,Uplifted,Giggly,
1735,Relaxed,Euphoric,Happy,Energetic,Uplifted
1736,Hungry,Happy,Creative,Giggly,
1737,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1738,Relaxed,Creative,Tingly,Sleepy,Focused
1739,Relaxed,Euphoric,Energetic,Focused,
1740,Relaxed,Happy,Energetic,Uplifted,Giggly
1741,Relaxed,Euphoric,Creative,Uplifted,Focused
1742,Relaxed,Happy,Uplifted,Sleepy,Giggly
1743,Relaxed,Hungry,Happy,Tingly,
1744,Euphoric,Happy,Creative,Energetic,Uplifted
1745,Hungry,Happy,Talkative,Uplifted,Focused
1746,Relaxed,Euphoric,Happy,Uplifted,Sleepy
