id,positiveeffects1,positiveeffects2,positiveeffects3,positiveeffects4,positiveeffects5
1747,Relaxed,Hungry,Euphoric,Happy,Uplifted
1748,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1749,Relaxed,Euphoric,Happy,Uplifted,Focused
1750,Relaxed,Happy,Tingly,Sleepy,Focused
1751,Relaxed,Euphoric,Happy,Creative,Uplifted
1752,Relaxed,Euphoric,Happy,Energetic,Uplifted
1753,Relaxed,Euphoric,Happy,Sleepy,Focused
1754,Relaxed,Euphoric,Happy,Uplifted,Focused
1755,Relaxed,Hungry,Euphoric,Happy,Sleepy
1756,Relaxed,Euphoric,Happy,Energetic,Uplifted
1757,Relaxed,Happy,Talkative,Sleepy,
1758,Relaxed,Euphoric,Happy,Creative,Energetic
1759,Creative,Aroused,,,
1760,Relaxed,Euphoric,Happy,Sleepy,
1761,Relaxed,Happy,Uplifted,Sleepy,Focused
1762,Relaxed,Happy,Creative,Energetic,Uplifted
1763,Relaxed,Euphoric,Happy,Sleepy,
1764,Euphoric,Happy,Energetic,Uplifted,Focused
1765,Relaxed,Euphoric,Happy,Creative,Uplifted
1767,Euphoric,Happy,Focused,Giggly,Aroused
1768,Relaxed,Happy,Creative,Energetic,Uplifted
1769,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1770,Relaxed,Euphoric,Happy,Creative,Uplifted
1771,Relaxed,Happy,Creative,Talkative,Giggly
1772,Relaxed,Hungry,Euphoric,Creative,Talkative
1773,Euphoric,Happy,Creative,Talkative,Uplifted
1774,Relaxed,Euphoric,Happy,Creative,Talkative
1775,Relaxed,Euphoric,Happy,Creative,Uplifted
1776,Relaxed,Happy,Creative,Uplifted,
1777,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1778,Relaxed,Euphoric,Energetic,Uplifted,Focused
1779,Hungry,Happy,Creative,Energetic,Focused
1780,Relaxed,Hungry,Creative,Uplifted,
1781,Relaxed,Happy,Energetic,Uplifted,Focused
1782,Relaxed,Euphoric,Happy,Energetic,Uplifted
1783,Hungry,Happy,Focused,,
1784,Relaxed,Euphoric,Energetic,Uplifted,
1785,Relaxed,Euphoric,Happy,Focused,
1786,Relaxed,Euphoric,Happy,Uplifted,Focused
1787,Relaxed,Euphoric,Happy,Sleepy,
1789,Relaxed,Euphoric,Happy,Creative,Uplifted
1790,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1791,Relaxed,Euphoric,Happy,Energetic,Uplifted
1792,Relaxed,Euphoric,Happy,Uplifted,Focused
1793,Relaxed,Hungry,Euphoric,Happy,Giggly
1794,Relaxed,,,,
1795,Relaxed,Euphoric,Happy,Creative,Giggly
1796,Euphoric,Happy,Talkative,Uplifted,Aroused
1797,Relaxed,Happy,Uplifted,Sleepy,Focused
1799,Euphoric,Happy,Energetic,Uplifted,Giggly
1800,Relaxed,Happy,Creative,Uplifted,Giggly
1802,Energetic,Uplifted,Tingly,,
1803,Euphoric,Happy,Energetic,Uplifted,Focused
1804,Euphoric,Creative,Energetic,Focused,Aroused
1805,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1806,Relaxed,Hungry,Euphoric,Happy,Giggly
1807,Euphoric,Happy,Creative,Energetic,Uplifted
1808,Relaxed,Euphoric,Uplifted,Tingly,Giggly
1809,Relaxed,Happy,Sleepy,Giggly,
1810,Relaxed,Euphoric,Happy,Uplifted,Tingly
1812,Relaxed,Euphoric,Happy,Creative,Uplifted
1813,Relaxed,Euphoric,Happy,Creative,Uplifted
1814,Relaxed,Hungry,Euphoric,Happy,Giggly
1815,Relaxed,Happy,Uplifted,,
1816,Relaxed,Happy,Creative,Uplifted,Focused
1817,Relaxed,Hungry,Euphoric,Happy,Focused
1818,Relaxed,Euphoric,Happy,Creative,Uplifted
1819,Relaxed,Happy,Energetic,Talkative,Focused
1820,Relaxed,Hungry,Euphoric,Happy,Sleepy
1821,Relaxed,Euphoric,Uplifted,Sleepy,Giggly
1822,Relaxed,Euphoric,Happy,Creative,Focused
1823,Relaxed,Hungry,Euphoric,Happy,Sleepy
1824,Relaxed,Euphoric,Happy,Energetic,Uplifted
1825,Relaxed,Euphoric,Happy,Uplifted,Focused
1826,Relaxed,Euphoric,Happy,Uplifted,Giggly
1827,Euphoric,Happy,Creative,Tingly,Focused
1828,Relaxed,Happy,Energetic,Uplifted,Focused
1829,Relaxed,Euphoric,Happy,Tingly,Focused
1830,Happy,Energetic,Uplifted,Tingly,Focused
1831,Euphoric,Happy,Creative,Energetic,Focused
1832,Relaxed,Euphoric,Happy,Energetic,Uplifted
1833,Relaxed,Euphoric,Energetic,Uplifted,Focused
1834,Relaxed,Euphoric,Happy,Energetic,Uplifted
1835,Euphoric,Happy,Creative,Energetic,
1836,Euphoric,Happy,Energetic,Uplifted,Giggly
1837,Relaxed,Hungry,Euphoric,Happy,Uplifted
1838,Relaxed,Euphoric,Happy,Energetic,Uplifted
1839,Relaxed,Euphoric,Happy,Creative,Uplifted
1840,Relaxed,Euphoric,Creative,Energetic,Uplifted
1841,Creative,Energetic,Talkative,Uplifted,Aroused
1842,Relaxed,Euphoric,Happy,Uplifted,Tingly
1843,Relaxed,Euphoric,Happy,Uplifted,Aroused
1844,Euphoric,Happy,Energetic,Uplifted,Focused
1845,Relaxed,Euphoric,Happy,Creative,Uplifted
1846,Relaxed,Euphoric,Happy,Energetic,Uplifted
1847,Euphoric,Happy,Energetic,Uplifted,Giggly
1848,Relaxed,Happy,Uplifted,Sleepy,
1849,Relaxed,Hungry,Happy,Sleepy,Giggly
1850,Happy,Creative,Energetic,Uplifted,Focused
1851,Happy,Creative,Energetic,Uplifted,Focused
1852,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1853,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1854,Relaxed,Hungry,Happy,Sleepy,
1855,Relaxed,Euphoric,Happy,Uplifted,Aroused
1857,Relaxed,Euphoric,Happy,Creative,Uplifted
1858,Hungry,Euphoric,Happy,Uplifted,Giggly
1859,Relaxed,Happy,Creative,Energetic,Focused
1860,Relaxed,Euphoric,Happy,Creative,Talkative
1861,Happy,Creative,Talkative,Giggly,
1862,Hungry,Creative,Focused,Aroused,
1864,Hungry,Euphoric,Happy,Focused,
1865,Relaxed,Happy,Creative,Energetic,Uplifted
1867,Relaxed,Euphoric,Happy,Creative,Uplifted
1868,Relaxed,Euphoric,Happy,Creative,Uplifted
1869,Happy,Creative,Energetic,Uplifted,Focused
1870,Hungry,Euphoric,Happy,Talkative,Uplifted
1871,Relaxed,Euphoric,Happy,Creative,
1872,Happy,Creative,Energetic,Uplifted,Focused
1873,Relaxed,Euphoric,Happy,Focused,
1874,Relaxed,Euphoric,Happy,Creative,Uplifted
1875,Relaxed,Happy,Creative,Sleepy,Giggly
1876,Euphoric,Happy,Uplifted,Giggly,
1877,Relaxed,Euphoric,Happy,Sleepy,
1878,Creative,Energetic,,,
1879,Euphoric,Happy,Energetic,Uplifted,Focused
1880,Happy,Energetic,Talkative,Uplifted,Focused
1881,Relaxed,Hungry,Euphoric,Happy,Uplifted
1882,Euphoric,Happy,Creative,Energetic,Uplifted
1883,Relaxed,Euphoric,Happy,Creative,Focused
1884,Relaxed,Euphoric,Happy,Energetic,Uplifted
1885,Euphoric,Happy,Creative,Uplifted,Giggly
1886,Relaxed,Hungry,Euphoric,Happy,Creative
1887,Relaxed,Euphoric,Happy,Energetic,Uplifted
1888,Euphoric,Happy,Energetic,Uplifted,Focused
1889,Relaxed,Happy,Uplifted,Focused,
1890,Euphoric,Happy,Creative,Energetic,Tingly
1891,Relaxed,Euphoric,Happy,Energetic,Uplifted
1892,Euphoric,Happy,Creative,Talkative,Giggly
1893,Relaxed,Euphoric,Happy,Sleepy,Giggly
1894,Relaxed,Euphoric,Happy,Uplifted,Focused
1895,Relaxed,Hungry,Euphoric,Happy,Sleepy
1896,Relaxed,Euphoric,Happy,Uplifted,Tingly
1897,Relaxed,Euphoric,Energetic,Focused,Aroused
1898,Relaxed,Hungry,Euphoric,Happy,Uplifted
1899,Relaxed,Euphoric,,,
1900,Relaxed,Hungry,Uplifted,Sleepy,Focused
1901,Hungry,Happy,Uplifted,Sleepy,
1902,Relaxed,Happy,Talkative,Sleepy,
1903,Relaxed,Euphoric,Happy,Creative,Uplifted
1904,Relaxed,Euphoric,Happy,Tingly,Sleepy
1905,Euphoric,Happy,Creative,Energetic,Uplifted
1906,Relaxed,Hungry,Euphoric,Sleepy,
1907,Relaxed,Happy,Energetic,Talkative,Uplifted
1908,Relaxed,Euphoric,Happy,Uplifted,Giggly
1909,Relaxed,Hungry,Happy,Talkative,Sleepy
1910,Euphoric,Happy,Creative,Aroused,
1911,Happy,Creative,Focused,Aroused,
1912,Relaxed,Hungry,Euphoric,Energetic,Sleepy
1913,Relaxed,Euphoric,Happy,Uplifted,Focused
1914,Relaxed,Euphoric,Happy,Focused,
1915,Relaxed,Euphoric,Creative,Uplifted,Focused
1917,Relaxed,Hungry,Happy,Uplifted,Sleepy
1918,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1919,Hungry,Euphoric,Happy,Creative,Giggly
1920,Relaxed,Hungry,Happy,Uplifted,Focused
1921,Relaxed,Happy,Creative,Energetic,Tingly
1923,Relaxed,Happy,Uplifted,Focused,Giggly
1924,Relaxed,Euphoric,Happy,Energetic,Uplifted
1925,Relaxed,Happy,Creative,Uplifted,Focused
1926,Relaxed,Hungry,Happy,Talkative,Giggly
1928,Euphoric,Happy,Energetic,Talkative,Uplifted
1929,Relaxed,Euphoric,Happy,Tingly,Sleepy
1930,Relaxed,Hungry,Euphoric,Happy,Sleepy
1931,Relaxed,Hungry,Creative,,
1932,Relaxed,Hungry,Happy,Giggly,Aroused
1933,Euphoric,Happy,Energetic,Uplifted,Focused
1934,Relaxed,Talkative,Uplifted,Sleepy,Giggly
1936,Relaxed,Happy,Creative,Energetic,Uplifted
1937,Relaxed,Euphoric,Happy,Energetic,Uplifted
1938,Euphoric,Happy,Creative,Energetic,Uplifted
1939,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1940,Hungry,Euphoric,Happy,Energetic,Uplifted
1941,Relaxed,Euphoric,Happy,Energetic,Uplifted
1942,Euphoric,Happy,Creative,Energetic,Tingly
1943,Euphoric,Happy,Creative,Energetic,Uplifted
1944,Relaxed,Hungry,Euphoric,Creative,Talkative
1945,Happy,Creative,Energetic,Talkative,Giggly
1946,Relaxed,Happy,Talkative,Uplifted,Focused
1947,Euphoric,Creative,Energetic,Focused,
1949,Happy,Energetic,Uplifted,Sleepy,Focused
1950,Relaxed,Happy,Creative,Sleepy,
1951,Relaxed,Euphoric,Happy,Uplifted,
1952,Relaxed,Creative,Energetic,Uplifted,Tingly
1953,Relaxed,Happy,Energetic,Uplifted,Focused
1954,Relaxed,Happy,Creative,Energetic,Uplifted
1955,Euphoric,Happy,Creative,Energetic,Aroused
1956,Euphoric,Happy,Energetic,Uplifted,Focused
1957,Energetic,Uplifted,Focused,,
1960,Relaxed,Euphoric,Happy,Sleepy,Focused
1961,Happy,Creative,Energetic,Uplifted,Focused
1962,Creative,Energetic,Uplifted,Focused,Aroused
1963,Euphoric,Happy,Energetic,Aroused,
1964,Euphoric,Happy,Energetic,Uplifted,Giggly
1965,Relaxed,Hungry,Euphoric,Happy,Sleepy
1966,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1968,Euphoric,Happy,Creative,Energetic,
1969,Relaxed,Hungry,Euphoric,Happy,Sleepy
1970,Relaxed,Hungry,Euphoric,Creative,Sleepy
1971,Relaxed,Euphoric,Happy,Sleepy,Giggly
1972,Relaxed,Euphoric,Happy,Creative,Focused
1973,Relaxed,Euphoric,Happy,Uplifted,Giggly
1974,Relaxed,Uplifted,Sleepy,,
1975,Relaxed,Creative,Uplifted,Tingly,Aroused
1976,Euphoric,Happy,Creative,Energetic,Uplifted
1977,Relaxed,Euphoric,Happy,Uplifted,Focused
1978,Relaxed,Euphoric,Happy,Talkative,Uplifted
1979,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1980,Relaxed,Happy,Creative,Uplifted,Aroused
1981,Relaxed,Euphoric,Happy,Uplifted,
1982,Relaxed,Euphoric,Happy,Creative,Uplifted
1983,Hungry,Euphoric,Happy,Energetic,Uplifted
1984,Euphoric,Creative,Energetic,Uplifted,Tingly
1985,Relaxed,Hungry,Happy,Sleepy,
1986,Euphoric,Happy,Creative,Uplifted,Focused
1987,Relaxed,Happy,Creative,Uplifted,Tingly
1988,Euphoric,Happy,Creative,Energetic,Giggly
1989,Euphoric,Happy,Tingly,Giggly,
1990,Relaxed,Hungry,Euphoric,Happy,Sleepy
1991,Relaxed,Happy,,,
1992,Hungry,Euphoric,Happy,Uplifted,Focused
1993,Euphoric,Happy,Energetic,Uplifted,Focused
1994,Relaxed,Hungry,Happy,Creative,
1995,Euphoric,Happy,Creative,Energetic,Tingly
1996,Relaxed,Euphoric,Happy,Uplifted,Sleepy
1997,Relaxed,Happy,Creative,Energetic,Focused
1999,Relaxed,Euphoric,Happy,Tingly,Sleepy
2000,Relaxed,Hungry,Happy,Energetic,Uplifted
2001,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2002,Relaxed,Euphoric,Happy,Energetic,Uplifted
2003,Relaxed,Hungry,Sleepy,,
2005,Relaxed,Euphoric,Happy,Uplifted,Focused
2006,Happy,Creative,Energetic,Uplifted,Aroused
2007,Relaxed,Happy,Energetic,Focused,
2008,Relaxed,Happy,Creative,Energetic,Uplifted
2009,Relaxed,Euphoric,Happy,Energetic,Sleepy
2010,Relaxed,Euphoric,Happy,Creative,Uplifted
2011,Relaxed,Happy,Uplifted,Tingly,Sleepy
2012,Relaxed,Hungry,Euphoric,Uplifted,Tingly
2013,Relaxed,Euphoric,Happy,Focused,Aroused
2014,Relaxed,Hungry,Euphoric,Happy,Sleepy
2015,Relaxed,Euphoric,Happy,Creative,Uplifted
2016,Happy,Energetic,Talkative,Uplifted,
2017,Euphoric,Happy,Creative,Energetic,Uplifted
2018,Relaxed,Euphoric,Happy,Focused,
2019,Relaxed,Hungry,Euphoric,Energetic,Uplifted
2020,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2022,Euphoric,Aroused,,,
2023,Relaxed,Happy,Energetic,Talkative,Giggly
2024,Relaxed,Hungry,Happy,Uplifted,Sleepy
2025,Hungry,Euphoric,Happy,Uplifted,Focused
2026,Euphoric,Happy,Creative,Energetic,Uplifted
2027,Relaxed,Euphoric,Happy,Creative,Energetic
2028,Hungry,Happy,Creative,Energetic,
2029,Euphoric,Happy,Creative,Energetic,Uplifted
2030,Relaxed,Hungry,Euphoric,Sleepy,
2031,Hungry,Uplifted,Tingly,Sleepy,
2032,Relaxed,Euphoric,Happy,Energetic,Uplifted
2033,Relaxed,Happy,Talkative,Tingly,Sleepy
2034,Euphoric,Energetic,Talkative,Uplifted,Aroused
2035,Hungry,Giggly,,,
2036,Relaxed,Happy,Uplifted,Sleepy,Aroused
2037,Relaxed,Hungry,Happy,Creative,Uplifted
2038,Relaxed,Creative,Uplifted,Tingly,
2039,Relaxed,Euphoric,Happy,Uplifted,Focused
2040,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2041,Relaxed,Euphoric,Happy,Energetic,Uplifted
2042,Relaxed,Hungry,Euphoric,Happy,Sleepy
2043,Relaxed,Hungry,Euphoric,Creative,Giggly
2044,Relaxed,Hungry,Euphoric,Happy,
2045,Relaxed,Hungry,Euphoric,Happy,Energetic
2046,Relaxed,Euphoric,Happy,Sleepy,
2048,Euphoric,Creative,Energetic,Uplifted,
2050,Relaxed,Happy,Creative,Energetic,Uplifted
2051,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2052,Relaxed,Euphoric,Happy,Creative,Uplifted
2053,Euphoric,Happy,Creative,Energetic,Uplifted
2054,Relaxed,Hungry,Euphoric,Happy,Uplifted
2055,Euphoric,Happy,Creative,Energetic,Focused
2057,Relaxed,Euphoric,Happy,Sleepy,Focused
2058,Relaxed,Euphoric,Happy,Uplifted,Focused
2059,Euphoric,Happy,Creative,Energetic,Uplifted
2060,Hungry,Euphoric,Happy,Energetic,Uplifted
2061,Euphoric,Happy,Energetic,Talkative,Uplifted
2062,Relaxed,Happy,Uplifted,Sleepy,Giggly
2063,Relaxed,Hungry,Euphoric,Tingly,
2064,Relaxed,Happy,Energetic,Uplifted,Focused
2065,Hungry,Euphoric,Creative,Tingly,
2066,Relaxed,Euphoric,Happy,Uplifted,Focused
2067,Relaxed,Happy,Creative,Sleepy,
2069,Relaxed,Euphoric,Happy,Energetic,Uplifted
2070,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2071,Relaxed,Euphoric,Happy,Uplifted,Focused
2072,Relaxed,Hungry,Euphoric,Happy,Sleepy
2073,Relaxed,Happy,Talkative,Uplifted,Sleepy
2074,Relaxed,Euphoric,Happy,Creative,Uplifted
2075,Relaxed,Euphoric,Happy,Uplifted,Focused
2076,Relaxed,Euphoric,Sleepy,Aroused,
2077,Relaxed,Euphoric,Creative,Sleepy,Giggly
2078,Euphoric,Happy,Creative,Energetic,Uplifted
2079,Relaxed,Euphoric,Happy,Sleepy,
2080,Relaxed,Euphoric,Happy,Creative,Uplifted
2081,Relaxed,Euphoric,Happy,Sleepy,Focused
2082,Relaxed,Euphoric,Happy,Creative,Aroused
2083,Giggly,,,,
2084,Relaxed,Euphoric,Happy,Energetic,Uplifted
2085,Relaxed,Euphoric,Creative,Energetic,Aroused
2086,Relaxed,Euphoric,Happy,Focused,
2087,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2088,Relaxed,Hungry,Euphoric,Talkative,
2089,Relaxed,Euphoric,Talkative,Uplifted,Focused
2090,Relaxed,Hungry,Euphoric,Happy,Talkative
2091,Relaxed,Happy,Energetic,Uplifted,Focused
2092,Euphoric,Happy,Energetic,Uplifted,Focused
2093,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2094,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2095,Relaxed,Hungry,Euphoric,Happy,Sleepy
2096,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2097,Relaxed,Euphoric,Happy,Creative,Uplifted
2098,Relaxed,Hungry,Euphoric,Happy,Uplifted
2099,Relaxed,Euphoric,Happy,Focused,Giggly
2100,Euphoric,Happy,Creative,Energetic,Talkative
2101,Relaxed,Happy,Energetic,Uplifted,Sleepy
2102,Relaxed,Euphoric,Happy,Giggly,
2103,Relaxed,Hungry,Happy,Uplifted,Sleepy
2104,Relaxed,Euphoric,Happy,Energetic,Uplifted
2105,Relaxed,Euphoric,Happy,Creative,Uplifted
2106,Relaxed,Euphoric,Happy,Talkative,Focused
2107,Euphoric,Happy,Creative,Uplifted,Focused
2108,Relaxed,Hungry,Euphoric,Happy,Sleepy
2109,Relaxed,Euphoric,Happy,Uplifted,Focused
2110,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2111,Relaxed,Happy,Talkative,Giggly,
2112,Relaxed,Euphoric,Happy,Creative,Uplifted
2114,Relaxed,Happy,Energetic,Uplifted,Focused
2115,Relaxed,Creative,Talkative,Uplifted,
2116,Relaxed,Euphoric,Happy,Uplifted,Tingly
2117,Relaxed,Happy,Creative,Talkative,Uplifted
2118,Creative,Energetic,Talkative,Uplifted,Focused
2119,Happy,,,,
2120,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2121,Relaxed,Euphoric,Happy,Creative,Energetic
2123,Relaxed,Euphoric,Happy,Energetic,Uplifted
2124,Relaxed,Euphoric,Happy,Creative,Uplifted
2125,Euphoric,Happy,Creative,Focused,
2126,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2127,Euphoric,Creative,Aroused,,
2128,Relaxed,Euphoric,Happy,Creative,Uplifted
2129,Relaxed,Euphoric,Happy,Energetic,Talkative
2130,Relaxed,Euphoric,Happy,Sleepy,Giggly
2131,Happy,Creative,Energetic,Uplifted,Focused
2132,Euphoric,Creative,Energetic,Focused,Aroused
2133,Relaxed,Happy,Uplifted,Aroused,
2134,Relaxed,Euphoric,Tingly,Sleepy,Aroused
2135,Hungry,Euphoric,Happy,Creative,Uplifted
2136,Relaxed,Hungry,Euphoric,Happy,Sleepy
2137,Relaxed,Euphoric,Talkative,,
2138,Relaxed,Euphoric,Happy,Uplifted,
2139,Relaxed,Happy,Talkative,Uplifted,
2141,Relaxed,Euphoric,Happy,Uplifted,Aroused
2142,Relaxed,Hungry,Happy,Creative,Sleepy
2143,Relaxed,Hungry,Euphoric,Happy,Uplifted
2144,Relaxed,Euphoric,Happy,Energetic,Uplifted
2145,Relaxed,Euphoric,Happy,Energetic,Talkative
2146,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2147,Happy,Creative,Energetic,Talkative,Focused
2148,Happy,Energetic,Talkative,Uplifted,Focused
2149,Relaxed,Euphoric,Happy,Sleepy,
2150,Relaxed,Hungry,Euphoric,Happy,Sleepy
2151,Relaxed,Hungry,Happy,Tingly,Sleepy
2152,Euphoric,Uplifted,Tingly,,
2153,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2154,Relaxed,Creative,Energetic,Focused,Giggly
2156,Relaxed,Happy,Energetic,Uplifted,Focused
2157,Relaxed,Happy,Energetic,Uplifted,Focused
2158,Relaxed,Happy,Energetic,Uplifted,Focused
2159,Relaxed,Euphoric,Happy,Uplifted,Sleepy
2160,Relaxed,Euphoric,Happy,Sleepy,Giggly
2161,Relaxed,Hungry,Happy,Uplifted,Giggly
2162,Euphoric,Happy,Creative,Energetic,Aroused